 ceap_07120002             SWAT+ Jun 17  2020    MODULAR Rev 2020.60.4                                    
                                                                            --YIELD (kg/ha)--
  jday   mon   day    yr    unit PLANTNM                         MASS          C           N           P
   365    12    31  2003    3668    soyb                     3815.646    1717.041     129.014      29.380
   365    12    31  2003    3668    corn                    13183.865    5932.739     230.718      32.960
   365    12    31  2003    3669    soyb                     2955.031    1329.764      70.873      22.754
   365    12    31  2003    3669    corn                    10710.559    4819.751     187.435      26.776
   365    12    31  2003    3670    soyb                     2955.049    1329.772      70.875      22.754
   365    12    31  2003    3670    corn                    10710.616    4819.777     187.436      26.777
   365    12    31  2003    3671    soyb                     3815.680    1717.056     129.030      29.381
   365    12    31  2003    3671    corn                    13183.950    5932.778     230.719      32.960
   365    12    31  2003    3672    soyb                     3489.259    1570.167      86.177      26.867
   365    12    31  2003    3672    corn                    11590.787    5215.854     202.839      28.977
   365    12    31  2003    3673    soyb                     3489.122    1570.105      86.180      26.866
   365    12    31  2003    3673    corn                    11590.718    5215.823     202.838      28.977
   365    12    31  2003    3674    soyb                     3266.118    1469.753      85.818      25.149
   365    12    31  2003    3674    corn                    13033.710    5865.169     228.090      32.584
   365    12    31  2003    3675    soyb                     3245.941    1460.673      74.230      24.994
   365    12    31  2003    3675    corn                    12235.473    5505.962     214.121      30.589
   365    12    31  2003    3676    soyb                     3815.638    1717.037     129.005      29.380
   365    12    31  2003    3676    corn                    13183.826    5932.722     230.717      32.960
   365    12    31  2003    3677    corn                    11239.963    5057.983     196.699      28.100
   365    12    31  2003    3677    soyb                     2874.882    1293.697      88.710      22.137
   365    12    31  2003    3678    corn                    11040.652    4968.294     193.211      27.602
   365    12    31  2003    3678    soyb                     2870.804    1291.862      78.559      22.105
   365    12    31  2003    3679    corn                     9438.547    4247.346     165.175      23.596
   365    12    31  2003    3679    soyb                     2716.365    1222.364     104.051      20.916
   365    12    31  2003    3680    corn                     9438.596    4247.368     165.175      23.596
   365    12    31  2003    3680    soyb                     2716.375    1222.369     104.052      20.916
   365    12    31  2003    3681    corn                    13054.790    5874.655     228.459      32.637
   365    12    31  2003    3681    soyb                     3113.054    1400.874      93.750      23.971
   365    12    31  2003    3682    corn                    11240.097    5058.043     196.702      28.100
   365    12    31  2003    3682    soyb                     2874.901    1293.705      88.720      22.137
   365    12    31  2003    3683    corn                    11114.877    5001.694     194.510      27.787
   365    12    31  2003    3683    soyb                     2813.259    1265.967      84.901      21.662
   365    12    31  2003    3684    corn                    10182.242    4582.009     178.189      25.456
